   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.2000000e-02   3.3000000e-02   3.3000000e-02   3.2000000e-02   3.2000000e-02   3.2000000e-02   3.3000000e-02   3.3000000e-02   3.7000000e-02   3.4000000e-02   3.4000000e-02   3.4000000e-02   3.3000000e-02   3.3000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02
   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.9000000e-02   1.9000000e-02   1.8000000e-02   1.8000000e-02   1.9000000e-02   1.8000000e-02   1.9000000e-02   2.1000000e-02   2.0000000e-02   1.9000000e-02   2.0000000e-02   1.9000000e-02   2.0000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02
   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02   5.8000000e-02   5.9000000e-02   5.8000000e-02   5.8000000e-02   5.8000000e-02   5.8000000e-02   5.8000000e-02   5.8000000e-02   5.8000000e-02   6.1000000e-02   6.1000000e-02   6.2000000e-02   6.9000000e-02   7.0000000e-02   6.4000000e-02   6.2000000e-02   5.9000000e-02   5.8000000e-02   5.7000000e-02   5.7000000e-02   5.7000000e-02
   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.9000000e-02   3.0000000e-02   3.0000000e-02   3.1000000e-02   3.2000000e-02   3.7000000e-02   3.3000000e-02   3.0000000e-02   2.9000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02   2.8000000e-02
   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.2000000e-02   3.2000000e-02   3.2000000e-02   3.2000000e-02   3.2000000e-02   3.1000000e-02   3.2000000e-02   3.2000000e-02   3.2000000e-02   3.3000000e-02   3.7000000e-02   3.8000000e-02   3.2000000e-02   3.3000000e-02   3.3000000e-02   3.4000000e-02   3.2000000e-02   3.2000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02   3.1000000e-02
   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.6000000e-02   1.6000000e-02   1.6000000e-02   1.7000000e-02   1.6000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.6000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02
   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.9000000e-02   3.2000000e-02   3.4000000e-02   3.0000000e-02   2.9000000e-02   2.7000000e-02   2.8000000e-02   2.7000000e-02   2.7000000e-02   2.8000000e-02   3.6000000e-02   2.7000000e-02   2.7000000e-02   2.8000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02   2.7000000e-02
   1.3000000e-02   1.3000000e-02   1.3000000e-02   1.3000000e-02   1.3000000e-02   1.3000000e-02   1.3000000e-02   1.3000000e-02   1.3000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.5000000e-02   1.4000000e-02   1.5000000e-02   1.5000000e-02   1.5000000e-02   1.4000000e-02   1.5000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.3000000e-02   1.3000000e-02   1.3000000e-02
   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.5000000e-02   1.5000000e-02   1.6000000e-02   1.6000000e-02   1.5000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.5000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02   1.4000000e-02
   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   1.0000000e-02   1.0000000e-02   1.1000000e-02   1.1000000e-02   1.0000000e-02   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03
