   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0181818e+00   1.0000000e+00   1.0000000e+00   1.0909091e+00   1.1090909e+00   1.1090909e+00   1.0909091e+00   1.1090909e+00   1.1090909e+00   1.1090909e+00   1.1090909e+00   1.0909091e+00   1.0909091e+00   1.1090909e+00   1.0909091e+00   1.1090909e+00   1.1090909e+00   1.1090909e+00   1.0000000e+00   1.0000000e+00
   1.3333333e+00   1.3333333e+00   1.2500000e+00   1.1666667e+00   1.0000000e+00   1.0000000e+00   1.5833333e+00   1.5833333e+00   1.0833333e+00   1.0833333e+00   1.0833333e+00   1.0833333e+00   1.0833333e+00   1.0833333e+00   1.0833333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.5000000e+00   1.4166667e+00   1.2500000e+00   1.2500000e+00   1.3333333e+00   1.2500000e+00   1.1666667e+00   1.2500000e+00   1.1666667e+00   1.2500000e+00   1.2500000e+00   1.1666667e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0416667e+00   1.7500000e+00   1.0416667e+00   1.0416667e+00   1.0416667e+00   1.0416667e+00   1.0416667e+00   1.0416667e+00   1.0416667e+00   1.0416667e+00   1.0416667e+00   1.7500000e+00   2.8750000e+00   1.6666667e+00   1.7083333e+00   1.6666667e+00   1.6666667e+00   1.6666667e+00   1.6666667e+00   1.6666667e+00   1.6666667e+00   1.6666667e+00   1.6666667e+00   1.6666667e+00
   1.0869565e+00   1.0869565e+00   1.0869565e+00   1.0869565e+00   1.0869565e+00   1.0869565e+00   1.0869565e+00   1.0869565e+00   1.5652174e+00   1.5652174e+00   1.2173913e+00   1.2173913e+00   1.2173913e+00   1.5652174e+00   1.5652174e+00   1.5652174e+00   1.5652174e+00   1.6956522e+00   1.6956522e+00   1.5652174e+00   1.5652174e+00   1.1739130e+00   1.4347826e+00   1.5652174e+00   1.6956522e+00   1.1304348e+00   1.2173913e+00   1.2173913e+00   1.1304348e+00   1.1304348e+00   1.1304348e+00   1.1304348e+00
   1.0476190e+00   1.0476190e+00   1.0476190e+00   1.0000000e+00   1.0476190e+00   1.0476190e+00   1.0476190e+00   1.0476190e+00   1.0476190e+00   1.0952381e+00   1.1428571e+00   1.0476190e+00   1.0476190e+00   1.0476190e+00   1.1428571e+00   1.1428571e+00   1.2380952e+00   1.1904762e+00   1.1904762e+00   1.1904762e+00   1.1428571e+00   1.1904762e+00   1.1428571e+00   1.1428571e+00   1.1904762e+00   1.1904762e+00   1.1904762e+00   1.1904762e+00   1.0952381e+00   1.1428571e+00   1.1428571e+00   1.1428571e+00
   1.0000000e+00   1.1111111e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.2222222e+00   1.2222222e+00   1.2222222e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.2222222e+00   1.2222222e+00   1.2222222e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.6666667e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.2222222e+00   1.2222222e+00   1.0000000e+00   1.0000000e+00
   1.8823529e+00   1.8823529e+00   1.6470588e+00   1.1176471e+00   1.6470588e+00   1.1176471e+00   1.6470588e+00   1.6470588e+00   1.6470588e+00   1.7058824e+00   1.7058824e+00   1.7647059e+00   1.8823529e+00   1.7058824e+00   1.7058824e+00   1.8235294e+00   1.8235294e+00   1.6470588e+00   1.7058824e+00   1.8235294e+00   1.7058824e+00   2.0588235e+00   1.8823529e+00   2.1176471e+00   2.2352941e+00   1.9411765e+00   1.8823529e+00   1.0588235e+00   1.8823529e+00   1.0588235e+00   1.0588235e+00   1.0588235e+00
   1.0000000e+00   1.1818182e+00   1.1818182e+00   1.0909091e+00   1.1818182e+00   1.1818182e+00   1.1818182e+00   1.2727273e+00   1.2727273e+00   1.4545455e+00   1.3636364e+00   1.3636364e+00   1.2727273e+00   1.2727273e+00   1.3636364e+00   1.4545455e+00   1.4545455e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.3636364e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.0909091e+00   1.0000000e+00   1.0000000e+00
   1.1538462e+00   1.1538462e+00   1.1538462e+00   1.1538462e+00   1.2307692e+00   1.2307692e+00   1.2307692e+00   1.2307692e+00   1.2307692e+00   1.2307692e+00   1.2307692e+00   1.3076923e+00   1.0769231e+00   1.2307692e+00   1.0769231e+00   1.3846154e+00   1.3076923e+00   1.2307692e+00   1.3076923e+00   1.1538462e+00   1.3846154e+00   1.1538462e+00   1.1538462e+00   1.1538462e+00   1.1538462e+00   1.1538462e+00   1.1538462e+00   1.1538462e+00   1.0769231e+00   1.1538462e+00   1.1538462e+00   1.1538462e+00
   1.0000000e+00   1.3333333e+00   1.1666667e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.5000000e+00   1.5000000e+00   1.1666667e+00   1.1666667e+00   1.1666667e+00   1.1666667e+00   1.1666667e+00   1.3333333e+00   1.5000000e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.1666667e+00   1.1666667e+00   1.1666667e+00   1.1666667e+00   1.1666667e+00   1.1666667e+00
   1.0000000e+00   1.0000000e+00   5.6250000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   5.6250000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0185185e+00   1.0185185e+00   1.0185185e+00   1.0185185e+00   1.0185185e+00   1.0185185e+00   1.0185185e+00   1.0185185e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.0555556e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.1428571e+00   1.1428571e+00   1.1428571e+00   1.1428571e+00   1.2142857e+00   1.1428571e+00   1.1428571e+00   1.1428571e+00   1.0714286e+00   1.2142857e+00   1.2142857e+00   1.2142857e+00   1.0000000e+00   1.1428571e+00   1.2142857e+00   1.2142857e+00   1.2142857e+00   1.2142857e+00   1.2857143e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0714286e+00   1.0000000e+00
   1.0526316e+00   1.6842105e+00   1.2631579e+00   1.2631579e+00   1.2631579e+00   1.2631579e+00   1.7368421e+00   1.7368421e+00   1.7368421e+00   1.7368421e+00   1.7368421e+00   1.3684211e+00   1.0000000e+00   1.4210526e+00   1.4210526e+00   1.4210526e+00   1.7368421e+00   1.6842105e+00   1.7368421e+00   1.1052632e+00   1.1052632e+00   1.1052632e+00   1.1052632e+00   1.8421053e+00   1.7894737e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.1052632e+00   1.0000000e+00
   1.0294118e+00   1.0588235e+00   1.0588235e+00   1.0588235e+00   1.0882353e+00   1.0588235e+00   1.0588235e+00   1.0882353e+00   1.0882353e+00   1.0882353e+00   1.0882353e+00   1.3235294e+00   1.0588235e+00   1.0588235e+00   1.0588235e+00   1.0588235e+00   1.0588235e+00   1.0588235e+00   1.0588235e+00   1.2647059e+00   1.0882353e+00   1.2352941e+00   1.2941176e+00   1.2941176e+00   1.2941176e+00   1.2941176e+00   1.2058824e+00   1.2941176e+00   1.2058824e+00   1.2352941e+00   1.2941176e+00   1.2647059e+00
   1.1739130e+00   1.0434783e+00   1.1739130e+00   1.0434783e+00   1.0434783e+00   1.3478261e+00   1.3478261e+00   1.1739130e+00   1.3478261e+00   1.3478261e+00   1.3478261e+00   1.7826087e+00   1.3478261e+00   1.3478261e+00   1.3478261e+00   1.1739130e+00   1.1739130e+00   1.2173913e+00   1.3043478e+00   1.3043478e+00   1.3478261e+00   1.3913043e+00   1.4347826e+00   1.4782609e+00   1.4782609e+00   1.3478261e+00   1.3478261e+00   1.3478261e+00   1.3478261e+00   1.1739130e+00   1.3478261e+00   1.4782609e+00
   1.0666667e+00   2.2333333e+00   1.1333333e+00   1.1333333e+00   1.1333333e+00   1.1333333e+00   2.2333333e+00   1.5333333e+00   1.5333333e+00   1.5333333e+00   1.5333333e+00   1.5333333e+00   1.5333333e+00   1.5333333e+00   1.5333333e+00   2.2333333e+00   2.2666667e+00   2.4666667e+00   2.9666667e+00   2.9666667e+00   1.5333333e+00   2.5666667e+00   2.5333333e+00   2.4000000e+00   2.3666667e+00   2.3000000e+00   2.3000000e+00   2.2666667e+00   1.3000000e+00   1.3333333e+00   1.2000000e+00   1.0333333e+00
   1.0357143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.0714286e+00   1.0714286e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.2857143e+00   1.3214286e+00   1.3214286e+00   1.3214286e+00   1.2857143e+00   1.3571429e+00   1.4285714e+00   1.7500000e+00   1.1071429e+00   1.1071429e+00   1.6428571e+00   1.1428571e+00   1.1071429e+00   1.1428571e+00   1.1428571e+00   1.1428571e+00
   1.3333333e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.3333333e+00   1.0000000e+00   1.3333333e+00   1.3333333e+00   1.3333333e+00   1.4444444e+00   1.4444444e+00   1.5555556e+00   1.5555556e+00   1.6666667e+00   1.7777778e+00   1.5555556e+00   1.5555556e+00   1.6666667e+00   1.1111111e+00   1.1111111e+00   1.7777778e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00   1.1111111e+00
   1.1111111e+00   1.3333333e+00   1.0000000e+00   1.0000000e+00   1.1111111e+00   1.2222222e+00   1.1111111e+00   1.1111111e+00   1.2222222e+00   1.1111111e+00   1.1111111e+00   1.4444444e+00   1.2222222e+00   1.2222222e+00   1.4444444e+00   1.7777778e+00   1.4444444e+00   1.4444444e+00   1.4444444e+00   1.4444444e+00   1.2222222e+00   1.2222222e+00   1.2222222e+00   1.2222222e+00   1.2222222e+00   1.3333333e+00   1.2222222e+00   1.2222222e+00   1.2222222e+00   1.1111111e+00   1.0000000e+00   1.0000000e+00
