   1.8000000e-02   1.9000000e-02   1.9000000e-02   1.8000000e-02   1.9000000e-02   1.9000000e-02   1.9000000e-02   2.0000000e-02   2.1000000e-02   2.0000000e-02   2.1000000e-02   1.9000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02   1.8000000e-02
   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   9.0000000e-03   9.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03
   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   8.0000000e-03   8.0000000e-03   9.0000000e-03   8.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03
   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03   4.0000000e-03
   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   1.0000000e-02   1.0000000e-02   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03   9.0000000e-03
   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   6.0000000e-03   7.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03
   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   8.0000000e-03   8.0000000e-03   7.0000000e-03   8.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03
   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03
   7.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   9.0000000e-03   9.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   8.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03   7.0000000e-03
   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   6.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03
